state,statefip,county,countyfip,tract,18under1990,18under2000,18under2010,18under2020,18over1990,18over2000,18over2010,18over2020,housing1990,housing2000,housing2010,housing2020,poptract1990,poptract2000,poptract2010,poptract2020,hl1990,hl2000,hl2010,hl2020,white1990,white2000,white2010,white2020,black1990,black2000,black2010,black2020,aian1990,aian2000,aian2010,aian2020,asian1990,asian2000,asian2010,asian2020,nhpi1990,nhpi2000,nhpi2010,nhpi2020,gqi1990,gqi2000,gqi2010,gqi2020,gqni1990,gqni2000,gqni2010,gqni2020
California,6,San Francisco County,75,15200,200,186,243,323,3327,3671,3691,3851,2277,2519,2624,2661,3527,3857,3934,4174,166,162,262,357,2292,2624,2535,2464,275,188,143,154,13,12,11,18,865,848,993,1051,12,5,7,12,87,88,89,85,48,0,0,0
California,6,San Francisco County,75,15300,154,140,182,246,1855,1974,1858,2141,982,999,1051,1182,2009,2114,2040,2387,92,113,144,210,1293,1441,1460,1558,459,262,136,117,5,8,15,4,215,266,318,357,3,9,1,12,227,223,121,108,44,24,25,27
California,6,San Diego County,73,15301,894,1027,939,869,2038,2137,2240,2542,1073,1064,1066,1080,2932,3164,3179,3411,656,841,970,1005,2322,2266,2122,1962,82,198,148,165,30,19,32,28,140,99,147,216,16,7,60,22,0,0,0,0,0,0,0,0
California,6,San Diego County,73,15302,768.9,807.87,767,871,3186.47,3140.51,3308,3720,1431.76,1449.74,1458,1549,3955.37,3948.38,4075,4591,312.98,406.97,663,923,3732.38,3388.41,3331,3125,52,118,112,202,22,14,15,27,58,107,173,275,7,7,7,16,287,193,224,203,0,46,78,73
California,6,San Francisco County,75,15400,670,641,726,889,4783,5121,4895,5311,2920,3003,3088,3131,5453,5762,5621,6200,264,312,365,530,3513,3891,3838,3812,500,288,167,156,15,16,8,15,1299,1243,1257,1391,24,9,14,10,16,54,8,125,8,0,1,6
California,6,San Diego County,73,15403,636.9,611.89,489,508,1931.62,1874.72,2019,2037,865.85,881.85,881,899,2568.52,2486.61,2508,2545,120.98,157.99,226,304,2424.53,2225.62,2234,2068,43,48,32,49,12,11,9,3,51,63,79,73,1,2,11,5,0,0,0,0,0,0,10,7
California,6,San Diego County,73,15404,2031.1,2008.11,1841,1944,5041.38,5329.28,5785,6196,2633.15,2678.15,2717,2792,7072.48,7337.39,7626,8140,826.02,1193.01,1431,1542,6404.47,5802.38,6139,5775,172,282,307,386,61,64,49,64,126,163,154,295,29,17,18,30,31,37,6,13,0,13,40,68
California,6,San Diego County,73,15405,1367,1379,1300,1339,3521,3729,4465,4641,1678,1780,1989,1999,4888,5108,5765,5980,308,547,882,1061,4606,4559,4962,4545,75,77,98,135,17,34,30,38,71,75,155,164,16,8,13,16,0,0,0,0,1,27,6,12
California,6,San Diego County,73,15406,365,560,528,459,1073,1626,1964,2061,505,752,892,906,1438,2186,2492,2520,69,163,265,301,1366,1990,2226,2079,14,40,31,34,4,14,22,22,27,40,63,59,0,0,10,4,0,0,0,0,0,2,5,0
California,6,San Francisco County,75,15500,401,304,247,258,3104,3287,3375,3641,2111,2282,2441,2380,3505,3591,3622,3899,131,196,347,379,1405,1691,1725,1650,1030,639,352,316,8,6,13,21,1017,1057,1151,1338,6,4,14,25,111,48,47,202,8,119,102,54
California,6,San Diego County,73,15501,1250.09,1372.19,1056,1149,3246.81,3553.7,3899,4197,1573.12,1760.35,1847,1926,4496.9,4925.89,4955,5346,354.65,616.07,796,1250,4287.9,4463.75,4383,3913,12,27.02,46,66,47.97,54.06,51,71,36.93,42.01,88,107,10.98,7,11,20,0,0,0,0,22,29,0,0
California,6,San Diego County,73,15502,759.1,721.93,616,660.98,1892.78,1984.57,2132,2286.99,932.65,967.27,1023,1082.99,2651.88,2706.5,2748,2947.97,233.78,266.98,443,560.98,2408.14,2391.59,2304,2117,14,18.98,24,41,89.16,91.92,143,159.99,48.13,34,53,49,1.02,4.02,3,4,0,0,0,0,0,0,3,0
California,6,San Francisco County,75,15600,361,290,328,389,2431,2531,2400,2885,1319,1351,1400,1604,2792,2821,2728,3274,175,164,193,339,1564,1637,1597,1657,120,90,64,74,9,3,6,5,1013,917,819,1010,7,6,5,4,0,0,0,0,28,57,10,31
California,6,San Diego County,73,15601,1336,1667,1631,1525,3804,4067,4306,4815,2017,2106,2107,2116,5140,5734,5937,6340,585,1055,1525,1690,4663,4599,4458,4164,79,143,235,287,44,44,61,79,64,139,147,200,18,35,16,25,0,0,0,0,0,24,14,26
California,6,San Diego County,73,15602,600,611,480,494,1922,1949,2056,1978,750,761,812,817,2522,2560,2536,2472,201,221,361,431,2411,2339,2109,1884,25,36,38,31,13,8,24,19,24,34,54,74,7,10,8,16,0,0,0,0,187,192,153,44
California,6,San Francisco County,75,15700,571,494,578,662,5733,6381,7254,7440,2468,2564,2754,2878,6304,6875,7832,8102,409,567,821,1036,3682,4064,4609,3825,806,518,398,417,40,25,21,17,1593,1651,2062,2170,36,51,21,14,33,6,224,4,1381,1652,2188,2255
California,6,San Diego County,73,15701,1147,1438,1749,1647,3721,4062,4490,4856,2292,2292,2268,2379,4868,5500,6239,6503,951,1704,2156,2335,3968,3544,3651,2985,211,435,659,701,46,83,52,77,114,145,229,394,25,23,27,35,152,88,78,79,40,162,125,57
California,6,San Diego County,73,15703,1292,1804,1968,1700,4084,4531,5134,5288,2327,2413,2386,2550,5376,6335,7102,6988,874,1843,2056,2092,4509,3960,4642,4028,264,604,490,537,68,92,29,85,120,163,265,333,27,17,35,39,267,251,199,121,7,110,160,95
California,6,San Diego County,73,15704,1038,1105,1104,1195,2712,2746,2920,3364,1465,1473,1482,1501,3750,3851,4024,4559,462,903,1279,1488,3296,2853,2701,2614,119,175,266,275,41,34,22,40,121,104,138,217,2,7,9,16,0,0,0,0,0,6,25,9
California,6,San Diego County,73,15801,779,953,980,1114,2310,2286,2570,2896,1412,1394,1453,1555,3089,3239,3550,4010,500,926,1326,1339,2581,2091,1954,1903,180,335,431,467,33,28,46,52,57,96,95,249,20,16,19,25,85,0,0,0,40,1,0,0
California,6,San Francisco County,75,15801,573,762,563,592,2555,3185,3031,3277,1511,1754,1764,1862,3128,3947,3594,3869,158,269,399,454,1040,1377,1537,1555,1611,1476,1033,804,23,17,14,27,384,755,654,874,11,18,10,16,79,0,0,0,0,74,89,96
California,6,San Diego County,73,15802,1019,1319,1109,1197,2956,3211,3564,3830,1334,1483,1519,1568,3975,4530,4673,5027,640,1413,1494,1582,3345,3044,3063,2920,204,351,319,310,52,81,51,41,86,74,151,185,11,27,30,12,502,392,400,374,55,107,189,152
California,6,San Francisco County,75,15802,336,205,191,272,2532,2719,2774,2844,1564,1567,1581,1672,2868,2924,2965,3116,202,179,301,315,1389,1845,2077,1961,1085,617,354,241,12,10,10,14,273,225,255,416,9,7,10,5,0,0,0,0,66,43,75,11
California,6,San Francisco County,75,15900,268,480,369,473,2080,3685,3981,4157,1500,2250,2413,2320,2348,4165,4350,4630,133,318,354,464,1046,1828,1767,1578,590,709,573,451,11,27,6,26,652,1243,1652,1901,8,4,8,19,64,73,78,77,0,5,6,236
California,6,San Diego County,73,15901,1004,1247,1103,1134,1992,2065,2347,2537,1068,1038,1078,1064,2996,3312,3450,3671,556,1368,1683,1869,2354,1815,2014,1209,168,358,360,390,49,58,30,80,111,85,151,215,34,8,10,24,62,60,51,70,77,57,3,37
California,6,San Diego County,73,15902,1313,1499,1497,1388,3322,3445,3723,3952,1832,1859,1855,1856,4635,4944,5220,5340,767,1408,1837,1911,3954,3592,3522,2742,147,221,380,379,45,32,40,73,99,171,141,250,32,15,25,34,18,0,0,0,1,12,1,0
California,6,San Diego County,73,16000,493,674,571,603.47,1776,1833,1848,2023.56,933,973,941,954.68,2269,2507,2419,2627.03,251,491,602,849.95,2032,1995,1738,1532.89,34,78,87,169.9,14,22,13,39.09,40,36,99,89.34,11,10,4,11,0,0,6,0,3,20,0,39
California,6,San Francisco County,75,16000,91,72,85,123,2038,1954,2380,2846,1647,1609,1847,1903,2129,2026,2465,2969,145,159,238,365,1515,1308,1346,1265,168,91,122,205,1,5,8,23,396,443,787,988,2,9,4,8,0,0,0,0,15,2,13,372
California,6,San Diego County,73,16100,1302.3,1197,1201,1197.43,4717.78,4544.81,4587,4770.43,2371,2311.4,2310,2337.69,6020.08,5741.81,5788,5967.86,533.19,700.62,1081,1424.2,5600.73,4924.23,4651,3825.14,84.06,129,193,292.82,54,45,52,70.79,92.23,116.46,189,298.58,26.12,21.05,22,26.81,0,0,0,0,0,8,7,11
California,6,San Francisco County,75,16100,1205,891,748,706,3907,4366,4618,4954,2572,2730,2873,3052,5112,5257,5366,5660,227,323,522,563,538,1436,1640,1377,3965,2655,2047,1861,27,15,14,41,491,730,1188,1627,9,13,30,27,0,0,0,0,67,27,11,40
California,6,San Francisco County,75,16200,352,214,121,251,1856,2288,2420,3421,1287,1516,1742,2482,2208,2502,2541,3672,497,381,338,465,1119,1628,1701,1837,444,250,180,257,12,19,16,27,397,337,391,951,12,14,7,4,0,0,0,139,41,45,39,64
California,6,San Diego County,73,16201,1584,1393,1201,1285,4852,4500,4642,4794,2279,2219,2250,2240,6436,5893,5843,6079,431,497,753,1067,6068,5267,4984,4461,54,76,107,113,27,13,25,37,172,145,207,289,22,17,40,42,0,0,0,0,0,6,20,20
California,6,San Diego County,73,16202,693,896,749,880,2478,2569,2588,2913,1529,1520,1528,1571,3171,3465,3337,3793,416,813,1117,1231,2731,2210,1794,1751,189,343,472,517,33,35,37,60,67,171,173,220,6,15,36,26,0,0,0,0,8,35,23,74
California,6,San Francisco County,75,16300,890,564,412,469,3473,3957,3881,3827,2061,2100,2185,2148,4363,4521,4293,4296,385,418,550,496,1737,2425,2428,2133,2143,1340,826,696,39,15,23,17,264,312,574,768,18,16,8,4,0,40,0,0,83,174,81,58
California,6,San Diego County,73,16301,1371,1507,1377,1509,3406,3469,3542,4024,1914,1842,1863,1921,4777,4976,4919,5533,918,1522,1801,1889,3978,3151,2923,2806,189,394,513,488,70,63,56,64,164,194,215,302,23,21,18,24,0,0,0,0,0,52,0,0
California,6,San Diego County,73,16302,1342.17,1547,1629,1576,3334.19,3567,3815,4174,1778.98,1792,1850,1878,4676.36,5114,5444,5750,912.31,1610,2238,1978,3906.1,3274,3043,2939,111.9,313,426,539,67.95,64,48,62,121.94,145,179,311,9.97,26,44,12,9.96,0,0,0,4,32,23,35
California,6,San Francisco County,75,16400,337,215,251,282,3272,3576,3527,3638,1825,1873,1951,1991,3609,3791,3778,3920,349,335,480,498,1994,2527,2565,2413,1174,665,370,273,17,27,19,20,278,293,373,556,29,16,8,0,154,184,190,156,65,47,28,28
California,6,San Diego County,73,16401,981,1144,1134,1204,3235,3592,3862,4107,1553,1575,1688,1714,4216,4736,4996,5311,407,545,958,1382,3970,4143,4096,3539,27,77,179,189,38,46,42,44,46,102,149,252,7,19,22,21,29,318,298,297,11,68,28,4
California,6,San Diego County,73,16402,1817,1984,1748,1875,4680,5006,5704,6093,2314,2510,2725,2629,6497,6990,7452,7968,913,1247,1924,2434,5709,5629,5360,4865,120,286,403,367,51,79,93,88,162,231,258,383,14,23,27,28,96,90,94,87,53,28,201,363
California,6,San Francisco County,75,16500,531,350,509,615,4325,4771,4574,4556,2368,2463,2483,2530,4856,5121,5083,5171,364,352,462,600,3074,3491,3632,3212,1014,635,359,303,37,22,21,21,563,552,637,731,14,10,4,12,20,271,154,46,128,123,192,144
California,6,San Diego County,73,16502,1831.83,2067,1855,1875,4048.81,4644,5060,5396,2106.02,2306,2418,2403,5880.64,6711,6915,7271,794.69,1319,1987,2211,5254.9,5264,4832,4283,137.1,240,374,440,65.05,75,50,87,96.06,98,192,265,15.03,24,48,46,46.04,0,0,33,14,127,92,20
California,6,San Diego County,73,16503,777,794,651,738,2150,2094,2133,2318,1133,1130,1107,1127,2927,2888,2784,3056,262,468,599,855,2684,2385,2084,1887,90,86,167,181,27,19,20,44,51,45,90,87,6,4,6,22,0,0,0,0,0,0,0,4
California,6,San Diego County,73,16504,1262,1588,1607,1879,3829,4257,4646,5292,2279,2450,2514,2542,5091,5845,6253,7171,551,1125,1934,3124,4497,4370,3874,3039,206,350,598,782,47,48,33,100,104,123,224,305,22,27,36,56,53,53,52,39,0,0,0,14
California,6,San Francisco County,75,16600,386,291,368,424,4546,4754,4701,5059,2569,2558,2668,2738,4932,5045,5069,5483,297,314,445,630,3866,4001,3971,3677,628,357,210,171,30,36,22,26,322,318,473,716,12,10,8,8,0,49,0,0,128,90,70,91
California,6,San Diego County,73,16605,1459.82,1499.39,1464,1733,5842.05,5539.55,5875,6790,3279.94,3133.76,3313,3613,7301.86,7038.95,7339,8523,603.96,748.37,1211,1672,6801.84,6315.79,6050,5727,68.02,83.78,162,261,42.01,42.97,55,69,158.99,113.89,283,568,15.01,13,37,41,0,0,0,0,0,0,0,0
California,6,San Diego County,73,16606,966.55,922,787,784,2350.79,2297,2601,2792,1081.09,1067,1273,1300,3317.34,3219,3388,3576,346.47,358,554,692,3019.33,2774,2785,2504,32,25,23,38,32.23,34,20,21,69.74,107,183,240,22,2,22,38,0,0,0,0,0,13,0,16
California,6,San Diego County,73,16607,2068,1761,1442,1601,4835,4803,4923,5510,2329,2298,2393,2624,6903,6564,6365,7111,676,665,967,1395,6388,5794,5428,5087,55,47,56,134,37,41,27,51,193,172,229,401,31,36,33,26,0,9,0,0,198,176,23,38
California,6,San Diego County,73,16608,738,763,627,568,1673,1835,1899,1907,747,813,823,852,2411,2598,2526,2475,168,224,328,380,2231,2374,2196,1966,14,17,28,17,5,19,28,11,67,49,75,74,12,8,4,6,0,0,0,0,0,18,17,26
California,6,San Diego County,73,16609,1895,1739,1381,1299,3386.18,3589,3846,4171,1619.21,1753,1781,1878,5281.18,5328,5227,5470,471.86,538,745,903,4865.39,4738,4474,4131,48.99,35,72,57,49,40,39,49,144.88,111,107,195,25.99,11,24,26,0,0,0,0,0,9,5,13
California,6,San Diego County,73,16610,1413,1312,1088,1041,2972.82,2981,3075,3293,1423.79,1485,1504,1521,4385.82,4293,4163,4334,446.14,500,627,921,3962.61,3775,3463,3008,51.01,38,61,99,30,30,31,37,132.12,103,145,195,31.01,16,13,21,0,0,0,0,0,6,4,20
California,6,San Diego County,73,16612,2066.52,1990.45,1484,1362,4308.36,4236.92,4659,4761,1949.94,1976.5,2137,2147,6374.88,6227.37,6143,6123,568.79,631.85,856,1165,5826.79,5502.57,5239,4409,53.42,30.99,89,67,79.16,49.99,68,36,191.44,161.95,192,297,23.65,29.99,21,43,0,0,0,0,64,7,2,27
California,6,San Diego County,73,16613,608.39,592,431,390,1563.78,1526,1429,1616,732.49,742,705,745,2172.17,2118,1860,2006,239.58,221,288,406,1986.42,1868,1610,1415,14.57,25,12,29,14.58,16,9,3,46.77,43,60,107,7.34,20,15,3,0,0,0,0,1,1,0,0
California,6,San Diego County,73,16614,1057,1276,1090,1069,2082,2743,2822,3046,968,1337,1369,1395,3139,4019,3912,4115,277,500,639,821,2931,3414,3230,2893,11,44,48,56,19,28,23,32,68,168,174,233,15,24,25,22,0,0,0,0,0,0,11,22
California,6,San Diego County,73,16615,574,565,620,807,2633,2139,2439,3471,694,718,863,1138,3207,2704,3059,4278,1056,424,609,1213,2564,2010,2231,2592,431,258,213,235,37,18,28,33,64,75,159,294,20,12,20,12,1337,810,799,1197,11,44,13,19
California,6,San Diego County,73,16616,1090,1201,1058,1064,2653,3032,3009,3388,1334,1482,1443,1572,3743,4233,4067,4452,379,497,719,1004,3378,3549,3253,2952,30,93,111,155,21,39,46,34,124,158,205,237,28,20,17,30,0,80,90,66,0,15,18,14
California,6,San Diego County,73,16617,715,742,605,650,2524,2380,2497,2900,1430,1415,1519,1640,3239,3122,3102,3550,289,429,591,950,3002,2673,2519,2228,34,39,72,95,17,20,31,31,53,68,115,226,24,15,6,36,98,0,0,0,23,12,1,0
California,6,San Francisco County,75,16700,498.53,325,359,458,4310.33,4376,4293,4377,2450.53,2474,2448,2501,4808.87,4701,4652,4835,366,392,464,530,3165.6,3518,3544,3300,1017.27,531,265,190,34,28,25,17,375,311,426,604,17,6,12,4,0,0,15,0,59.69,88,72,64
California,6,San Diego County,73,16701,2003,1989,2083,2231,5169,5164,6583,7693,2697,2686,3348,3568,7172,7153,8666,9924,636,795,1543,2327,6660,6300,7039,6790,81,83,227,249,71,80,67,107,124,129,259,505,20,21,46,46,0,0,0,219,10,10,26,185
California,6,San Diego County,73,16702,1847,1910,1655,1712,5018,5231,5289,5883,2708,2773,2809,2925,6865,7141,6944,7595,686,1051,1494,1889,6410,6218,5587,5167,104,94,109,230,50,79,101,119,64,79,112,209,22,26,18,35,103,0,99,98,40,149,33,35
California,6,San Francisco County,75,16801,234,154,232,372,2601,2829,2986,3910,1600,1611,1734,2264,2835,2983,3218,4282,251,248,390,592,1834,2163,2327,2459,727,380,269,306,16,15,13,28,148,176,315,761,12,3,4,19,0,0,0,136,13,15,41,42
California,6,San Diego County,73,16802,1380,1590,1193,1148,4702,5415,5749,5756,2290,2725,2848,2772,6082,7005,6942,6904,522,634,859,1136,5732,6457,6179,5518,44,42,64,59,32,50,47,40,78,101,111,114,12,18,10,24,51,0,22,15,154,57,69,27
California,6,San Francisco County,75,16802,431,359,233,347,2467,2759,3031,3581,1715,1702,1900,2241,2898,3118,3264,3928,261,328,424,594,1595,1929,2116,2043,878,558,375,333,21,41,32,42,301,268,392,740,6,7,5,14,32,4,33,0,19,167,159,182
California,6,San Diego County,73,16804,2402,2484,2169,2184,4703,5069,5123,5543,2581,2681,2682,2732,7105,7553,7292,7727,879,1146,1702,2406,6542,6597,5820,4727,53,71,89,324,93,104,76,106,58,91,92,203,25,20,24,51,0,0,0,0,14,16,17,38
California,6,San Diego County,73,16806,996,1061,1061,1153,2429,2643,3020,3309,1301,1326,1489,1497,3425,3704,4081,4462,301,456,905,1463,3251,3233,3254,2743,35,86,125,100,31,36,36,53,15,43,61,118,11,15,43,21,0,0,0,0,0,6,15,0
California,6,San Diego County,73,16807,1768,1887,1658,1673,5032,5289,5477,6034,2460,2565,2561,2679,6800,7176,7135,7707,498,676,1325,1882,6483,6371,6029,5280,24,145,133,210,41,56,68,70,71,121,111,230,14,16,21,16,19,12,19,22,33,67,19,19
California,6,San Diego County,73,16809,1246.94,1472,1439,1410,3346.65,3817,4047,4646,1659.53,1938,1944,2121,4593.59,5289,5486,6056,427.88,672,1072,1603,4283.97,4708,4480,3997,19,69,108,162,34,64,54,51,58,70,154,246,22,23,11,14,0,0,0,0,20,0,20,13
California,6,San Diego County,73,16810,680,926,695,607,1511,2071,2097,2126,692,923,924,921,2191,2997,2792,2733,221,256,381,511,2075,2733,2484,2072,8,11,18,23,17,36,14,20,31,42,56,75,9,14,5,2,0,0,0,6,10,19,30,11
California,6,San Diego County,73,16811,934,1101,934,934,2751,3324,3440,3743,1341,1707,1665,1724,3685,4425,4374,4677,238,403,606,1068,3499,4029,3849,3395,14,14,38,39,41,46,39,60,55,40,84,128,2,5,15,3,0,0,0,0,116,8,13,0
California,6,San Francisco County,75,16900,172,135,183,280.28,2937,2860,2741,3148.11,1745,1734,1724,1955.75,3109,2995,2924,3428.4,351,249,289,385.35,2550,2414,2266,2274.3,190,135,97,111.03,19,18,20,16,218,206,295,480.55,13,4,2,2,60,52,14,6,0,0,3,30
California,6,San Diego County,73,16901,1386.99,1889,1710,1679,4273.97,4999.96,5199,5538,1981.99,2413.98,2603,2576,5660.97,6888.96,6909,7217,368,756,972,1287,5410.97,6042.96,6015,5347,21,237,204,331,35,56,70,46,63,100,127,137,13,16,15,13,14,17,0,0,1,12,17,0
California,6,San Diego County,73,16902,542,578,610,592,1663,1516,1731,1970,736,673,844,890,2205,2094,2341,2562,293,247,363,485,1692,1571,1502,1428,2,9,24,21,406,370,586,564,14,11,27,34,3,5,9,2,0,13,0,0,12,20,25,17
California,6,San Francisco County,75,17000,190.47,179,259,385.99,3526.67,3596,3430,3701.83,2282.47,2334,2332,2371.86,3717.13,3775,3689,4087.82,204,234,285,388.99,3326.4,3280,3110,2923.87,106.73,77,52,74.99,16,9,6,18,206,235,317,502.98,6,9,5,6,36,0,0,0,2.31,2,0,20.99
California,6,San Diego County,73,17006,740.12,794.18,667,596,2079.71,2061.21,2209,2328,1036.18,1047.2,1069,1065,2819.83,2855.39,2876,2924,88.76,120.94,215,288,2703.06,2608.81,2488,2265,23,25.95,26,18,5,2,15,18,74.76,120.84,206,254,0,2,3,3,0,0,0,0,0,0,13,20
California,6,San Diego County,73,17009,1138.12,1246,1008,1119,2695.24,2880,3016,3363,1393.11,1448,1470,1590,3833.35,4126,4024,4482,336.02,556,815,1126,3369.32,3475,3035,2697,66.01,69,58,52,37,29,32,47,174.02,213,315,514,14,15,17,13,16,0,0,33,29,0,0,0
California,6,San Diego County,73,17010,903.65,1086.83,821,748,1849.45,2170.68,2331,2362,854.81,971.88,1035,1013,2753.1,3257.51,3152,3110,155.78,290,473,530,2497.65,2755.47,2596,1950,35.94,21,30,51,10.99,18,17,20,169.56,218.03,246,414,6,9,10,15,0,0,0,0,13.94,12,43,10
California,6,San Diego County,73,17014,5.19,5.72,13,31,2389.45,2489.58,2403,2462,1741.47,1725.71,1725,1495,2394.63,2495.3,2416,2493,28.07,70.06,112,168,2367.56,2414.94,2215,2049,7,7.04,27,30,8,6,6,7,8.07,40.14,126,222,0,3,6,6,48,58,48,0,0,0,0,324
California,6,San Diego County,73,17015,461,1206,1503,1633,4089,5394,5792,6178,2403,3243,3224,3226,4550,6600,7295,7811,113,461,712,983,4348,5490,5449,4748,30,168,206,202,11,11,12,19,131,586,1074,1531,6,10,15,11,0,10,1,0,0,8,2,0
California,6,San Diego County,73,17018,898,1071,813,757,2345,3116,3021,2970,1631,1731,1742,1565,3243,4187,3834,3727,349,548,517,672,2384,2336,1923,1591,143,211,161,108,19,23,14,23,572,1133,1296,1190,25,25,12,18,0,79,0,72,0,3,18,73
California,6,San Diego County,73,17019,833.23,788.06,749,835,5608.16,5310.84,5134,5502,3151.3,3138.11,3146,3155,6441.39,6098.9,5883,6337,182.63,186.29,315,481,6156.69,5706.31,5283,4901,24.43,31.34,82,73,7.37,4,19,20,214.42,219.44,295,659,0.18,17.1,7,9,0,0,0,0,0.49,0,0,0
California,6,San Diego County,73,17020,609.77,826.94,854,846,2051.84,2495.16,2840,3140,1013.7,1216.89,1404,1458,2661.61,3322.1,3694,3986,114.37,183.71,298,448,2472.31,2949.69,3236,2944,13.57,37.66,36,35,13.63,16,8,9,126.58,172.56,187,375,3.82,4.9,6,6,0,0,0,0,12.51,0,0,23
California,6,San Diego County,73,17021,649,984,743,659,1435,2177,2434,2523,637,990,1105,1133,2084,3161,3177,3182,148,175,229,276,1870,2890,2768,2467,15,22,24,34,12,17,13,16,105,132,207,253,3,9,2,2,0,0,0,0,19,11,0,11
California,6,San Diego County,73,17022,1184,1149,1232,1375,3866,3690,4084,4290,1940,1942,2202,2207,5050,4839,5316,5665,241,353,559,691,4731,4205,4275,3544,92,118,172,166,6,21,10,11,181,190,462,912,6,5,12,13,0,0,0,0,13,0,7,0
California,6,San Diego County,73,17029,629.07,859.59,2344,2094.57,2443.69,2743.86,6479,7249.18,1123.32,1510.57,3404,3620.12,3072.76,3603.45,8823,9343.75,536.18,130.02,618,870.33,2793.93,3293.14,7171,6524.13,17.48,8.37,101,95.61,23.06,8.26,16,24.83,110.31,206.7,1058,1521.13,4.63,4.39,10,16,0,0,0,0,381.41,0,0,54
California,6,San Diego County,73,17030,1252,2118,5062,8735,3358,5351,12002,19101,2053,2814,6147,9339,4610,7469,17064,27836,509,467,1497,2505,3982,5902,10164,13201,60,110,418,440,64,31,44,63,428,1048,5033,10339,12,10,20,36,25,0,139,0,295,64,17,10
California,6,San Diego County,73,17031,1096,1249,1087,1063,2672,2771,2766,2940,1445,1437,1445,1446,3768,4020,3853,4003,224,392,551,623,3431,3228,2833,2327,67,118,139,100,13,28,23,10,200,301,533,821,4,17,16,18,0,0,0,0,0,7,9,0
California,6,San Diego County,73,17032,1463.05,1732.81,4376,4084,3548.66,3710.25,9217,9909,1977.79,1822.63,4404,4421,5011.7,5443.07,13593,13993,276.81,430,1263,1480,4024.24,3935.44,7949,6216,95.65,184,315,267,21.4,15,29,47,786.02,872,4220,5338,7.91,10,61,36,136,284,273,234,0,0,5,0
California,6,San Diego County,73,17033,1428.07,1499.19,1132,1422.43,3058.98,3527.75,3562,4197.82,1486.88,1569.37,1579,1849.88,4487.06,5026.93,4694,5620.25,297.41,354,403,577.67,3489.21,3167.56,2847,2543.87,116.79,100,124,101.39,11.43,19,12,21.17,740.03,1371,1300,2037.87,14.93,11,23,21,0,0,0,0,0,0,4,4
California,6,San Diego County,73,17034,1570.07,1528,1203,1221,3123.1,3461,3544,3672,1537.28,1709,1711,1707,4693.17,4989,4747,4893,314.01,505,617,768,3731.56,3677,3237,2658,124.26,173,156,143,13.04,24,27,24,698.84,637,882,1072,16.66,15,15,10,0,0,0,0,0,0,4,0
California,6,San Diego County,73,17035,1073.81,988,664,794,2107.26,2263,1690,2525,1084.05,1114,833,1237,3181.06,3251,2354,3319,448.76,412,360,500,1753.99,1570,1286,1494,264.3,130,108,211,10.13,5,19,8,923.11,1118,586,929,26.5,7,4,5,0,0,0,0,0,0,0,0
California,6,San Diego County,73,17036,984.66,1016,805,859,2312.53,2429,2471,2493,1165.6,1222,1223,1225,3297.19,3445,3276,3352,231.5,299,365,427,2651.26,2374,2031,1543,88.17,160,113,128,13.73,6,17,9,471.82,622,743,1088,3.86,6,18,28,0,0,0,0,0,0,0,0
